Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Hyperplasia	19/123	2.68771051292178e-05	0.000434776068582273	19	0.154471544715447	PTGIR;EPO;HGF;IGFBP3;MMP2;SERPINE1;TGFA;PRG4;IGF1;PTGS2;AREG;CYR61;TNFRSF10D;AR;ZFP36;PDE11A;SAA1;HMOX1;SHBG
Hepatitis, Toxic	36/325	2.69661901819183e-05	0.000434776068582273	36	0.110769230769231	COL14A1;GSTP1;NR1I3;NR1I2;PZP;GPT;CXCL1;PTGS2;CYP2C19;CYP3A4;CYP2B6;SULT1E1;CA3;TBXA2R;ATOH8;HMOX1;CCL2;LRAT;HAO2;MMP2;IL18;DNAJC12;PCOLCE;IGF1;HBA1;CYP8B1;CYP2C9;CYP2A7;IL6;CYP2A6;NAT2;IL1B;RBP1;CYP1A2;CYP2E1;HPD
Chemical and Drug Induced Liver Injury	36/325	2.69661901819183e-05	0.000434776068582273	36	0.110769230769231	COL14A1;GSTP1;NR1I3;NR1I2;PZP;GPT;CXCL1;PTGS2;CYP2C19;CYP3A4;CYP2B6;SULT1E1;CA3;TBXA2R;ATOH8;HMOX1;CCL2;LRAT;HAO2;MMP2;IL18;DNAJC12;PCOLCE;IGF1;HBA1;CYP8B1;CYP2C9;CYP2A7;IL6;CYP2A6;NAT2;IL1B;RBP1;CYP1A2;CYP2E1;HPD
Chemically-Induced Liver Toxicity	36/325	2.69661901819183e-05	0.000434776068582273	36	0.110769230769231	COL14A1;GSTP1;NR1I3;NR1I2;PZP;GPT;CXCL1;PTGS2;CYP2C19;CYP3A4;CYP2B6;SULT1E1;CA3;TBXA2R;ATOH8;HMOX1;CCL2;LRAT;HAO2;MMP2;IL18;DNAJC12;PCOLCE;IGF1;HBA1;CYP8B1;CYP2C9;CYP2A7;IL6;CYP2A6;NAT2;IL1B;RBP1;CYP1A2;CYP2E1;HPD
Drug-Induced Acute Liver Injury	36/325	2.69661901819183e-05	0.000434776068582273	36	0.110769230769231	COL14A1;GSTP1;NR1I3;NR1I2;PZP;GPT;CXCL1;PTGS2;CYP2C19;CYP3A4;CYP2B6;SULT1E1;CA3;TBXA2R;ATOH8;HMOX1;CCL2;LRAT;HAO2;MMP2;IL18;DNAJC12;PCOLCE;IGF1;HBA1;CYP8B1;CYP2C9;CYP2A7;IL6;CYP2A6;NAT2;IL1B;RBP1;CYP1A2;CYP2E1;HPD
Leukemia, T-Cell	39/364	2.70991114775198e-05	0.000435491727459624	39	0.107142857142857	CRP;BCL2A1;CCL4L2;THBS1;FCGR3A;FCGR3B;RGS1;MYC;CCL5;CCL4;SPOCK3;CD38;CCL2;NCAM1;CCL19;SNCA;EGR3;SEMA6A;MMP7;HGF;MMP2;SH2D1A;KRT7;FOS;PTPN13;KLF4;BMP6;IL6;F9;SELL;IRF4;IL1B;IL2RB;FAS;FOSB;CD69;TLR4;MS4A1;ATF3
Endothelial dysfunction	31/262	2.71336326377076e-05	0.000435491727459624	31	0.118320610687023	CRP;CETP;SERPINE1;TNFRSF11B;SGMS2;PTGS2;PTGS1;NR3C2;THBD;EDNRB;HMOX1;XDH;CYP2J2;GCH1;HGF;CYP4A11;PLA2G2A;CYBB;F3;SELE;SELP;SLC2A9;ACE2;IL6;SELL;IL1B;AGTR1;LPA;FCGR2B;S100A8;ENG
Post MI	11/47	2.74974358457386e-05	0.000440332241891715	11	0.234042553191489	CRP;RCAN1;CCL21;HMOX1;CCL2;AMPD1;NRG1;IGF1;CYP2C19;TLR4;DCN
Epithelial ovarian cancer	105/1329	2.77012188158585e-05	0.00044259419137392	105	0.0790067720090293	EPO;CD80;SERPINE1;RGS2;MYC;PDGFRA;SEMA6A;IGFBP3;HGF;AR;SLC9A9;AGTR1;CD226;LPA;SKAP1;EPHA2;ABCG2;CD274;CSF1R;SHMT1;TGFA;TNFRSF11B;VTCN1;FBLN5;ADH4;KLRK1;PROM1;CCR1;NGFR;EGR1;NAPSA;CD163;IGF2;IGF1;ESR1;FOSL1;IL6;CXCL12;PTPRC;NAT2;ID1;CYP1A1;SNAI1;SHBG;FGFR2;DIRAS3;ITK;TAT;IL24;TCF21;OXT;CXCL1;CD3E;AREG;SERPINA7;THBD;FCGR3A;HGFAC;DUSP2;MMP7;MMP2;IL18;PLA2G4A;FOS;F3;PLSCR1;ZEB2;BDH2;IL1B;RARB;ANGPTL4;PDZRN3;TLR4;ENG;RBMS3;CRP;SYNPO2;GSTP1;ADH1A;NR1I2;HSD17B13;PTN;PTGS2;THBS1;PTGS1;TCEAL7;SULT1E1;RAB25;CCL5;CCL2;SLC13A5;XDH;WASF3;IL33;GALNT3;PLA2G2A;LILRB1;GRHL2;KLK11;VEPH1;FOSB;FAS;SPRY2;TEK;LGR6
Tumor Immunity	20/134	2.78491748730041e-05	0.000443955990430458	20	0.149253731343284	CD274;IL33;CCL21;CD80;TAT;IL18;CD1D;VTCN1;FOS;PDCD1LG2;CXCR6;ADRA1A;AREG;ADRA2B;FCGR3A;KLRK1;FCGR3B;TDO2;CCL5;FOSB
Diabetes Mellitus, Experimental	18/113	2.84663698794378e-05	0.000449325471973133	18	0.15929203539823	MMP2;SERPINE1;CYP4A11;CYBB;IGF1;PTGS2;ADRA1A;HSD11B1;IL6;CYP2B6;IL1B;ID1;LEPR;CYP1A1;HMOX1;FAS;PCK1;ATF3
Alloxan Diabetes	18/113	2.84663698794378e-05	0.000449325471973133	18	0.15929203539823	MMP2;SERPINE1;CYP4A11;CYBB;IGF1;PTGS2;ADRA1A;HSD11B1;IL6;CYP2B6;IL1B;ID1;LEPR;CYP1A1;HMOX1;FAS;PCK1;ATF3
Lipodystrophy	18/113	2.84663698794378e-05	0.000449325471973133	18	0.15929203539823	ZGPAT;TAT;SERPINE1;STAB2;IL18;ESR1;IL6;PTPRC;LEPR;CDH23;CCL3;HLA-DPB1;CD38;CCL2;FAS;IL7R;SLC28A1;SLC28A3
Streptozotocin Diabetes	18/113	2.84663698794378e-05	0.000449325471973133	18	0.15929203539823	MMP2;SERPINE1;CYP4A11;CYBB;IGF1;PTGS2;ADRA1A;HSD11B1;IL6;CYP2B6;IL1B;ID1;LEPR;CYP1A1;HMOX1;FAS;PCK1;ATF3
Graft-vs-Host Disease	28/226	2.85034101322318e-05	0.000449325471973133	28	0.123893805309735	BCL2A1;PRF1;CD3E;THBD;FCGR3A;KLRK1;FCGR3B;CCL5;CCL2;NCAM1;CD14;CD33;BCHE;IL33;B3GAT1;IL18;GEM;IL6;CD4;PTPRC;SELL;IL1B;HLA-DPB1;IL7R;TLR4;MS4A1;IL18R1;S100A8
Osteoarthritis, Knee	16/93	2.96174110748418e-05	0.000465848967972734	16	0.172043010752688	MMP2;SERPINE1;IL18;TGFA;TNFRSF11B;PRG4;PTGS2;ESR1;ASPN;BMP5;AR;SOCS3;SFRP1;IL6;IL1B;THRSP
Uterine Cervical Neoplasm	19/124	3.01824278852376e-05	0.00047368342477098	19	0.153225806451613	MMP7;LUM;CD80;MMP2;SERPINE1;SLC5A1;PTGS2;FOSL1;GHR;IL6;WNT11;TRPV6;MYC;IL1B;ID1;CYP1A1;HLA-DPB1;RARB;WNT2
Rectal Carcinoma	32/276	3.04090830725021e-05	0.000476184712360995	32	0.115942028985507	CRP;SHMT1;GSTP1;PTGER2;NR1I3;PTGS2;AREG;PTGS1;MYC;HSD17B2;PROM1;MMP7;HGF;IGFBP3;MMP2;UGT2B15;DNAJC12;IGF1;MCC;KLF4;AR;IL6;CYP2A6;CXCL12;NAT2;RBP1;CYP1A2;CYP1A1;IRF8;CYP2E1;TLR4;FGFR2
Gastro-esophageal reflux disease with esophagitis	9/32	3.06873506844714e-05	0.000479481386632867	9	0.28125	GHR;IL6;IGFBP3;IL1B;IGF2;IGF1;CYP2C19;PTGS2;ESR1
Chronic heart failure	14/74	3.08446951589012e-05	0.000479821433702643	14	0.189189189189189	AGXT2;MMP2;HDC;AMPD1;ADRB1;ACE2;IL6;EDNRB;CXCL12;AGTR1;HMOX1;CCL2;VSIG4;CD14
Keratitis	14/74	3.08446951589012e-05	0.000479821433702643	14	0.189189189189189	TAT;IL24;DEFB1;SPINT2;THBS1;SIGIRR;GJB2;IL6;IL1B;CD38;IL13RA2;TLR4;CFTR;S100A8
Mycoses	20/135	3.10846358333394e-05	0.00048249353602714	20	0.148148148148148	CCR1;CRP;SEMA6A;SFTPD;NR1I2;PLA2G2A;PRF1;CYBB;CXCL1;CXCL2;MARCO;IL6;RASD1;IL1B;CCL4;CCL3;HAMP;TLR4;ATF3;MBL2
Brain Ischemia	31/264	3.14672204386768e-05	0.000487100717183583	31	0.117424242424242	EPO;SERPINE1;PROZ;AQP4;PTPN22;DBH;PTGS2;SLC8A1;ADAMTS1;CCL4;CCL3;HMOX1;CCL2;EGR1;PTGIS;HGF;MMP2;IL18;PLA2G4A;GFRA1;IGF1;SELE;BMP6;IL6;CXCL12;IL1B;AGTR1;HLA-DPB1;FAS;TEK;TLR4
Papillary thyroid carcinoma	54/571	3.15190913351344e-05	0.000487100717183583	54	0.0945709281961471	SERPINE1;MT1X;CXCL14;IGHG1;FCGR3A;FCGR3B;EDNRB;IYD;MYC;LEPR;PROK2;CD38;PDGFRA;SEMA6A;PTGIS;HGF;LDOC1;NRG1;FOS;ZEB2;F9;MT1A;MMRN1;GAS1;RARB;MT1G;TLR4;ENG;EPHA2;ABCG2;CSF1R;CD274;NNMT;TGFA;PTN;PTGS2;THBS1;SULT1E1;NCAM1;NGFR;EGR2;CCL21;PLA2G2A;IGF1;ESR1;SELE;KRT19;CXCL12;SELL;ID1;SNAI1;FAS;SPRY2;TEK
Systemic Inflammatory Response Syndrome	13/65	3.18389121652496e-05	0.000490971286068925	13	0.2	IL33;HGF;SERPINE1;SELE;IL6;SELL;IL1B;HMOX1;MASP2;CD14;TLR4;MBL2;OTC
Precursor B-cell lymphoblastic leukemia	39/367	3.25783386966976e-05	0.000501281481076578	39	0.106267029972752	CRP;FCN2;NR1I3;CD80;NR1I2;IKZF1;GATA3;PTGS2;MYC;CD38;CD14;CCL19;CD33;RAG1;MBL2;PDGFRA;LAG3;MME;TPBG;PLA2G4A;KMO;KLF4;SELE;PBX1;IL6;F9;PTPRC;CXCL12;IRF4;IL1B;POU2AF1;CYP1A1;HLA-DPB1;LCP2;IL7R;ASPA;MS4A1;IL18R1;SLC27A5
Hemochromatosis	15/84	3.31721772443768e-05	0.000509311649752059	15	0.178571428571429	SUCNR1;EPO;MMP2;AKR1D1;CYBRD1;GPT;BMP6;IGHG3;IL6;HMOX1;CCL2;IGFALS;SHBG;TLR4;HAMP
Familial M??ni??re disease	19/125	3.38455507577736e-05	0.000517405633398535	19	0.152	CD80;NPR3;IL18;DPT;AQP4;DEFB1;CXCL1;PTPN22;FOS;PTGS2;ESR1;SLC8A1;AR;IL6;IL1B;CCL5;CCL4;CCL2;TLR4
Peripheral Arterial Diseases	19/125	3.38455507577736e-05	0.000517405633398535	19	0.152	CRP;P2RY12;HGF;MMP2;CYP2C19;F3;THBS1;IL6;F8;CYP2B6;CXCL12;NAT2;CYP1A2;AGTR1;CCL2;CD14;LPA;TLR4;ATF3
airway disease	16/94	3.39535489646657e-05	0.000517937973215311	16	0.170212765957447	CCR1;IL33;TSLP;TGFA;PTGS2;SYTL3;IL6;IL1B;CCL5;IL2RB;CD38;CCL2;TLR4;ATF3;CFTR;IL18R1
Malignant neoplasm of kidney	43/421	3.40623008843848e-05	0.000518479496042313	43	0.102137767220903	CD274;EPO;TAT;NR1I2;LRRC4;TGFA;DEFB1;GATA3;PTGS2;CRHBP;MYC;LEPR;HMOX1;ARSF;TRPM8;PROM1;PRODH;SLC16A4;EGR1;SDS;MME;IGFBP3;HGF;MMP2;KLF4;GRHL2;SULF2;ZEB2;SFRP1;IL6;CXCL12;FOLH1;AXL;SFRP5;CYP1A1;SNAI1;SARDH;ANGPTL4;HAMP;S100A8;UGT2B7;ENG;RBMS3
Chronic rejection of renal transplant	10/40	3.44520963877794e-05	0.000523287421100219	10	0.25	CRP;KLRK1;MMRN1;HGF;SERPINE1;NR1I2;PELI2;GZMB;F3;FGFR2
Hepatitis, Drug-Induced	36/329	3.50048687494187e-05	0.000530544884386265	36	0.109422492401216	COL14A1;GSTP1;NR1I3;NR1I2;PZP;GPT;CXCL1;PTGS2;CYP2C19;CYP3A4;CYP2B6;SULT1E1;CA3;TBXA2R;ATOH8;HMOX1;CCL2;LRAT;HAO2;MMP2;IL18;DNAJC12;PCOLCE;IGF1;HBA1;CYP8B1;CYP2C9;CYP2A7;IL6;CYP2A6;NAT2;IL1B;RBP1;CYP1A2;CYP2E1;HPD
Malignant Glioma	49/504	3.60887776184333e-05	0.00054580420509246	49	0.0972222222222222	CD80;IL24;AQP4;AREG;ZFP36;EDNRB;IL13RA2;EPHB1;PDGFRA;SEMA6A;IGFBP3;HGF;MMP2;FOS;DCN;EREG;AJAP1;AR;IL1B;ANGPTL4;ATF5;ANGPTL1;EPHA2;CD274;BEX1;GSTP1;TGFA;PTGS2;SAMSN1;THBS1;CYP2B6;KLRK1;WNT11;RDH16;CCL2;PROM1;NPTX2;WNT2;LGI1;NTRK2;EGR1;TFPI2;LILRB1;IGF1;FOSL1;NR4A1;IL6;FAS;TEK
Thyroid Nodule	13/66	3.77373409696626e-05	0.000569520041328939	13	0.196969696969697	CD274;ECM1;GSTP1;GFRA1;PTN;CXCR6;IGF1;PTGS2;GHR;FOSL1;AR;IL6;F9
Severe Acute Respiratory Syndrome	15/85	3.8324168214444e-05	0.000577145665152839	15	0.176470588235294	CXCL6;CR1;SEMA6A;CLEC4M;FGL2;TMPRSS2;GPT;CXCL1;MYOM2;ACE2;IL6;CCL5;CCL2;MASP2;MBL2
Gastric Adenocarcinoma	40/383	3.84738522052756e-05	0.000578169694074184	40	0.10443864229765	ITK;CD274;HPGD;IL24;GATA3;PTGS2;CXCL14;CYR61;TCEAL7;SULT1E1;MYC;HMOX1;PHGDH;PROM1;EPHB1;MMP7;IGFBP3;MYEOV;PLA2G2A;IGF2;KLF4;F3;ESR1;NR4A2;ZEB2;IL6;CYP2A6;NAT1;AXL;NAT2;IL1B;CYP1A1;TFF2;FAS;TFF1;CYP2E1;LPA;S100A8;FGFR2;EPHA2
Keloid	23/171	3.99076807296083e-05	0.000598446110602051	23	0.134502923976608	TGFB3;IGFBP3;PTGER2;SERPINE1;NR1I2;BGN;CYBB;DPT;CXCL1;NRG1;IGF1;CYP3A4;DCN;ASPN;SFRP1;IL6;MMRN1;IL1B;CCL2;PHGDH;S100A8;FGFR2;ABCG2
Albuminuria	9/33	4.02124392116727e-05	0.000601408226121721	9	0.272727272727273	SELP;IL6;TSLP;CCL5;LEPR;CD38;CCL2;PTGS2;DCN
Alcoholic Intoxication, Chronic	43/424	4.02751482313783e-05	0.000601408226121721	43	0.101415094339623	GABRB3;ADH1C;ADH1B;CHRNA4;ADH1A;TAT;SLC1A2;OXT;DBH;CFP;ADH6;CRHBP;ADH4;CYP2B6;EDNRB;TDO2;GRM8;PDE4B;FYN;NCAM1;SNCA;NTRK2;SEMA6A;NLGN4X;SRD5A2;NPY5R;MMP2;NPY1R;NR4A2;AR;BHMT;CYP2A6;IL6;NAT1;IL1B;CAMK4;CYP2E1;CNTN4;SHBG;ALLC;HAMP;TLR4;CFTR
Dryness of eye	11/49	4.17146015140984e-05	0.00062033733625322	11	0.224489795918367	AR;TGFB3;IL1B;SFTPD;IL18;CCL2;PTGDS;PTGS2;THBS1;ESR1;BMP6
Autistic Disorder	61/677	4.17180802566449e-05	0.00062033733625322	61	0.0901033973412112	GABRB3;GALNT14;SERPINE1;PRF1;AQP4;OXT;DBH;AREG;GHR;TDO2;GRM8;PDE4B;CD38;SDS;IGFBP3;IL18;AMPD1;PLA2G4A;NRG1;ANK3;UPB1;GEM;AR;ALDH1A3;SLC9A9;HPD;DNASE1L3;PVALB;RBMS3;HEPACAM;CHRNA4;GSTP1;NR1I2;SLC1A1;PRICKLE2;SLC1A2;SEMA3E;PTGS2;GSPT2;RELN;NTF3;NCAM1;NPTX2;PRODH;SCN3A;XDH;WNT2;NTRK2;EGR2;NLGN4X;PCDH9;CADM2;IGF2;GZMB;IGF1;MCC;IL6;NBEA;PLP1;CNTN3;CNTN4
Microcalcification	10/41	4.34072588496108e-05	0.000644101840959214	10	0.24390243902439	C6;GALNT3;EPO;MMP2;IL1B;IL18;LY86;CCL2;ALPL;FGF23
Malaria, Cerebral	15/86	4.41668565553324e-05	0.000654002114432306	15	0.174418604651163	IL33;CR1;EPO;SLC22A1;AQP4;CLEC9A;THBS1;SELE;ACE2;IL6;ADAMTS13;IL1B;HMOX1;FCGR2B;MBL2
Carcinoma, Transitional Cell	41/399	4.48607158694489e-05	0.000662889659548976	41	0.102756892230576	CD274;GSTP1;TGFA;GATA3;PTGS2;CD3E;CXCL2;THBS1;FBLN5;MYC;SLITRK6;TRPM8;SH3GL2;MMP7;LUM;IGFBP3;MMP2;BGN;IGF2;GZMB;CYBB;PLA2G4A;KCNK17;IGF1;NME5;ESR1;DCN;AR;KRT19;IL6;NCOR1;IL1B;FAS;CYP2E1;ANGPTL4;FCGR2B;UGT2B7;FGFR2;ENG;EPHA2;RBMS3
Teratoma	18/117	4.58624519414741e-05	0.000676280072586987	18	0.153846153846154	EGR1;MMP7;GSTP1;GFRA1;PTPN13;KLF4;ESR1;GADD45G;AR;DPPA4;LHX2;MYC;PLSCR4;ATOH8;SNAI1;NCAM1;GPC4;PROM1
Colorectal cancer metastatic	26/208	4.66374245944575e-05	0.000683510385087159	26	0.125	SHMT1;GSTP1;CCL4L2;TGFA;PTGS2;CYP3A4;AREG;THBS1;MYOM2;FCGR3A;CYP2B6;CCL4;NCAM1;PROM1;PHLDA1;EGR1;SEMA6A;HGF;NRG1;IGF1;GEM;EREG;KRT19;PTPRC;UGT2B7;ABCG2
Coronary Occlusion	6/14	4.6642486012588e-05	0.000683510385087159	6	0.428571428571429	IL6;EPO;CCL2;IGF1;CD14;LPA
Ketonemia	6/14	4.6642486012588e-05	0.000683510385087159	6	0.428571428571429	GYS2;GCDH;MMAA;BCKDHB;MLYCD;FBP1
Monoclonal Gammopathy of Undetermined Significance	21/150	4.70349864465366e-05	0.000687838086918566	21	0.14	CD274;COLEC10;CLEC12A;EPO;HGF;MMP2;GSTP1;GPT;PNMA2;MYOM2;SFRP1;IL6;FCGR3A;ADAMTS13;KLRK1;PTPRC;MYC;SFRP5;IL1B;CD38;NCAM1
Esophageal Neoplasms	58/637	4.79376139573366e-05	0.000699592642453667	58	0.0910518053375196	CD80;CXCL1;CXCL2;CYR61;AKAP12;DACH1;MYC;CD38;SEMA6A;MMP7;IGFBP3;HGF;MMP2;IL18;KRT7;PDCD1LG2;AR;CYP2A6;CRISPLD2;IL1B;RARB;MT1G;CYP2E1;TLR4;ENG;CRP;CD274;ADH1C;BCL2A1;ADH1B;GSTP1;NR1I2;SLC22A1;VTCN1;PTGS2;CYP2C19;PTGS1;ADH4;HMOX1;FZD1;EGR1;GADD45B;TFPI2;IGF2;IGF1;KLF4;GADD45G;CYP2C9;CYP26A1;GJB2;IL6;CXCL12;AXL;NAT2;ID1;CYP1A1;FAS;FAT4
Anaplasia	32/283	4.97315005392924e-05	0.000724278931722452	32	0.113074204946996	SERPINE1;FHL2;TGFA;TMPRSS2;SOCS3;MYC;CCL2;PROM1;OIT3;RAI2;HGF;IGF2;KRT7;NRG1;KLF4;ESR1;DCN;EREG;AR;GJB2;F9;IL1B;ID1;ID4;SNAI1;FOSB;TEK;LPA;SHBG;CFTR;ENG;ABCG2
Cholesteryl Ester Transfer Protein Deficiency	7/20	5.00115771712516e-05	0.000725372834463358	7	0.35	CRP;CETP;LPAL2;LCAT;APOA4;LPA;PLTP
Pouchitis	7/20	5.00115771712516e-05	0.000725372834463358	7	0.35	CRP;HMOX1;DEFB1;IRAK3;CD14;PTGS2;TLR4
Pulmonary Hypertension	21/151	5.19434696182928e-05	0.000751852511162119	21	0.139072847682119	EGR1;PTGIS;EPHX2;SERPINE1;GDF2;CYBB;TGFA;SMAD9;PTGS2;F3;FBLN5;SELP;IL6;EDNRB;MYC;ID1;GPR182;HMOX1;CCL2;PRKG1;CBLN2
Epstein-Barr Virus Infections	28/234	5.34482648510598e-05	0.000771772320327134	28	0.11965811965812	ITK;CD274;OAT;PRF1;VTCN1;PTGS2;KLRK1;MYC;CCL5;CD38;CCL2;RAG1;EGR1;MME;SH2D1A;IL18;IGF1;SSTR1;SELE;DCN;IL6;CXCL12;IRF4;IL1B;FAS;CD48;ATF5;MS4A1
Acne	12/59	5.35377520882485e-05	0.000771772320327134	12	0.203389830508475	CCR1;ECM1;HPGD;IL1B;NR1I2;CDH23;FAS;DEFB1;IGF1;TLR4;ESR1;FGFR2
Epiretinal Membrane	10/42	5.42745955675247e-05	0.000780804039485651	10	0.238095238095238	EDNRB;PTPRC;HGF;IGFBP3;IL2RB;HCLS1;PTN;TEK;THBS1;SIGLEC7
Cryoglobulinemia	8/27	5.63716189525332e-05	0.000807688904749048	8	0.296296296296296	IGHG3;VIPR1;LAG3;TSLP;MYC;CCL2;GPT;MS4A1
Skin toxicity	8/27	5.63716189525332e-05	0.000807688904749048	8	0.296296296296296	IL33;FCGR3A;GSTP1;HGF;LIFR;AREG;EREG;ABCG2
Bronchial Hyperreactivity	14/78	5.67872342378232e-05	0.000810362991805065	14	0.179487179487179	HHIP;GSTP1;SERPINE1;NPR3;PLA2G4A;CXCL1;AREG;ESR1;PTGS1;CCL5;CCL2;CD14;TLR4;CFTR
Pulmonary Edema	14/78	5.67872342378232e-05	0.000810362991805065	14	0.179487179487179	SEMA6A;SERPINE1;NR1I2;TGFA;NRG1;PTGS2;KLF4;CXCL2;IL6;CCL2;TEK;PTGDS;CFTR;SLC27A5
Hepatoblastoma	28/235	5.76657609907817e-05	0.000819717077970654	28	0.119148936170213	EPO;HHIP;SERPINE1;LECT2;TGFA;CLDN2;CYP3A4;SERPINA7;IL1RL1;CYP2B6;MYC;PROM1;HGF;IGFBP3;IGF2;IGF1;PTPN13;ESR1;HAL;KRT19;IL6;IL1B;MT1F;MT1G;FAS;SHBG;TLR4;OTC
Infarction, Middle Cerebral Artery	18/119	5.76743578453498e-05	0.000819717077970654	18	0.151260504201681	PDGFRA;EGR1;NGFR;EGR2;SERPINE1;AQP4;IGF1;FOS;CXCL2;ACE2;IL6;IRF4;IL1B;HMOX1;CCL2;HAMP;XDH;ATF3
Iron Overload	15/88	5.82408706459374e-05	0.000826109984833558	15	0.170454545454545	CRP;SUCNR1;EPO;CCL4L2;HBB;CYBRD1;BMP6;BDH2;CCL4;TBXAS1;HMOX1;CCL2;SHBG;HAMP;SNCA
Primary sclerosing cholangitis	19/130	5.87822313721015e-05	0.000832121267303469	19	0.146153846153846	CCBE1;MME;CD80;ABCB4;MMP2;NR1I3;NR1I2;B3GAT1;DEFB1;PTGS2;IL6;KLRK1;IL1B;HLA-DPB1;NCAM1;HAMP;MS4A1;TLR4;CFTR
Renal carcinoma	48/500	5.92049275815747e-05	0.000836432090663445	48	0.096	CD274;EPO;GSTP1;TAT;NR1I2;IL24;LRRC4;TGFA;DEFB1;GATA3;THBS1;CRHBP;MYC;LEPR;HMOX1;ARSF;TRPM8;PROM1;PRODH;SLC16A4;EGR1;SDS;MME;IGFBP3;HGF;MMP2;IL18;IGF1;KLF4;GRHL2;SULF2;FOSL1;ZEB2;SFRP1;KRT19;IL6;CXCL12;FOLH1;SFRP5;CYP1A1;SNAI1;SARDH;TEK;S100A8;UGT2B7;ENG;ABCG2;RBMS3
Status Epilepticus, Subclinical	13/69	6.15088447318609e-05	0.000860394472355951	13	0.188405797101449	KCNK5;NTRK2;EPO;AQP4;ANK3;FOS;SSTR1;PTGS2;SLC8A1;NTF3;CCL3;HMOX1;CCL2
Complex Partial Status Epilepticus	13/69	6.15088447318609e-05	0.000860394472355951	13	0.188405797101449	KCNK5;NTRK2;EPO;AQP4;ANK3;FOS;SSTR1;PTGS2;SLC8A1;NTF3;CCL3;HMOX1;CCL2
Grand Mal Status Epilepticus	13/69	6.15088447318609e-05	0.000860394472355951	13	0.188405797101449	KCNK5;NTRK2;EPO;AQP4;ANK3;FOS;SSTR1;PTGS2;SLC8A1;NTF3;CCL3;HMOX1;CCL2
Non-Convulsive Status Epilepticus	13/69	6.15088447318609e-05	0.000860394472355951	13	0.188405797101449	KCNK5;NTRK2;EPO;AQP4;ANK3;FOS;SSTR1;PTGS2;SLC8A1;NTF3;CCL3;HMOX1;CCL2
Simple Partial Status Epilepticus	13/69	6.15088447318609e-05	0.000860394472355951	13	0.188405797101449	KCNK5;NTRK2;EPO;AQP4;ANK3;FOS;SSTR1;PTGS2;SLC8A1;NTF3;CCL3;HMOX1;CCL2
Adenocarcinoma Of Esophagus	33/299	6.17122941580768e-05	0.000861537708187115	33	0.110367892976589	GSTP1;PTGER2;OXT;PTGS2;PTGS1;AKAP12;SULT1E1;MYC;PROM1;SEMA6A;MMP7;FOXF1;HGF;IGFBP3;MMP2;IL18;KRT7;AMPD1;IGF1;PDCD1LG2;ESR1;AR;MSRA;SFRP1;IL6;AXL;FAS;TFF1;TLR4;ASPA;CFTR;ENG;RBMS3
Small cell carcinoma of lung	60/673	6.50228945014469e-05	0.000905968597010317	60	0.0891530460624071	SERPINE1;OXT;ZDBF2;EDNRB;MYC;GRM8;COTL1;EPHB1;SLC16A4;PRIMA1;SDS;IGFBP3;HGF;MMP2;SFTPD;SSTR1;F3;AR;ZEB2;SFRP1;GPRC5A;FOLH1;AIM2;SLCO4A1;PLSCR4;RARB;CYP2E1;MS4A1;ABCG2;RBMS3;CRP;CSF1R;CD274;CHRNA4;GSTP1;KCNA3;TMPRSS2;PTN;PTGS2;CYP3A4;EPB41L3;CCL2;NCAM1;PROM1;NGFR;NTRK2;IL33;TGFB3;B3GAT1;LILRB1;IGF1;MCC;RCAN1;KRT19;IL6;CXCL12;NR4A3;AXL;CYP1A1;FAS
Creutzfeldt-Jakob disease	15/89	6.66480398572258e-05	0.000926787477621698	15	0.168539325842697	MT1L;MT1M;KCNA3;CYBB;AQP4;MT1X;BMP5;PLCXD3;MT1A;MT1JP;MT1F;MT1G;MT1H;MT1B;CFTR
Pre-renal acute kidney injury	9/35	6.6869285621477e-05	0.000928040791429047	9	0.257142857142857	SLC2A9;IL6;ADAMTS13;HGF;MMP2;NR1I2;HMOX1;IGF1;MBL2
Autoimmune hemolytic anemia	10/43	6.73746466588892e-05	0.000933224557830955	10	0.232558139534884	SLC14A1;FCGR3A;IL6;FCGR3B;CR1;TSLP;HMOX1;FAS;MS4A1;RAG1
Post-Traumatic Stress Disorder	17/110	6.97181068111639e-05	0.000963798359393395	17	0.154545454545455	CRP;EGR1;NTRK2;DUSP2;SRD5A2;ANKRD55;OXT;ANK3;DBH;ESR1;ADRA2B;NR3C2;IL6;ADAMTS2;F8;TDO2;IL1B
Burkitt Lymphoma	41/407	7.01313736743403e-05	0.000967621565042847	41	0.100737100737101	IGHM;BCL2A1;TGFA;GATA3;IKZF1;PTGS2;BACH2;FTCD;CCT6B;CD79A;FCGR3A;KLRK1;FCGR3B;IL18RAP;IGKC;RGS1;MYC;CCL3;CD38;PHGDH;RAG1;DUSP5;EGR1;PDGFRA;FCRL5;MME;SH2D1A;IL18;IGF1;KLF4;PBX1;BMP6;IL6;CXCL12;IRF4;CAMK4;ID3;CD69;MS4A1;IL18R1;IGKV3-20
inflammatory joint disease	7/21	7.15786537519985e-05	0.00098106737244857	7	0.333333333333333	NR4A2;IL33;SOCS3;IL6;IL1B;PRG4;THBS1
